project_id,county,property,ain,legacy_ain,legacy_redundant,apn,situs_address,situs_city,situs_zip,input_address,property_name,tract_number,method,use_description,use_type,use_code,year_built,units,bedrooms,bathrooms,sqft,roll_year,roll_land_value,roll_imp_value,roll_total_value,roll_land_base_year,roll_imp_base_year,real_estate_exemp,tax_rate_area,tax_rate_city,latitude,longitude,legal_description,notes,CMFA Total Units,CMFA Restricted,Total Tax Rate
124,Los Angeles,Kenmore III Apartments,5094023025,,False,5094-023-025,915 S KENMORE AVE LOS ANGELES CA 90006,LOS ANGELES CA,90006-1557,"915 S. Kenmore Avenue, Los Angeles, CA",Kenmore III Apartments,,manual_verified,Five or more apartments,Residential,500,1923,18,0,18,7512,2025,2164864,730641,2895505,2021,2021,0,6657,LOS ANGELES,34.0553459,-118.29683318,WEST NINTH STREET HEIGHTS LOT   58,,18,18,0.0118738
125,Los Angeles,Kingsley Apartments,5503024012,,False,5503-024-012,530 S KINGSLEY DR LOS ANGELES CA 90020,LOS ANGELES CA,90020-3541,"530 Kingsley Drive, Los Angeles, CA",Kingsley Apartments,,manual_verified,Five or more apartments,Residential,500,1930,44,9,44,31575,2025,6367248,4149323,10516571,2022,2022,0,6657,LOS ANGELES,34.06454281,-118.30247205,WELLINGTON PLACE LOT   48,,45,45,0.0118738
126,Los Angeles,Mariposa I Apartments,5094005005,,False,5094-005-005,727 S MARIPOSA AVE LOS ANGELES CA 90005,LOS ANGELES CA,90005-2069,"727 S. Mariposa Avenue, Los Angeles, CA",Mariposa I Apartments,,manual_verified,Five or more apartments,Residential,500,1925,40,12,40,24576,2025,5303917,1786012,7089929,2021,2021,0,6657,LOS ANGELES,34.05890716,-118.2990354,TRACT # 7502 LOT   16,,40,40,0.0118738
127,Los Angeles,Mariposa III Apartments,5094006003,,False,5094-006-003,750 S MARIPOSA AVE LOS ANGELES CA 90005,LOS ANGELES CA,90005-2039,"750-752 S. Mariposa Avenue, Los Angeles, CA",Mariposa III Apartments,,manual_verified,Five or more apartments,Residential,500,1925,23,40,23,23352,2025,4849720,1697932,6547652,2022,2022,0,6657,LOS ANGELES,34.05825149,-118.29839004,TRACT # 7502 LOT    3,,23,23,0.0118738
128,Los Angeles,Mariposa IV Apartments,5502019004,,False,5502-019-004,520 S MARIPOSA AVE LOS ANGELES CA 90020,LOS ANGELES CA,90020-2859,"520 S. Mariposa Avenue, Los Angeles, CA",Mariposa IV Apartments,,manual_verified,Five or more apartments,Residential,500,1928,48,6,48,28472,2025,9879846,1591812,11471658,2022,2022,0,6657,LOS ANGELES,34.06444204,-118.29881977,CHAPMAN PARK TRACT # 2 LOT 6 AND S 10 FT OF LOT    7 BLK    A,,48,48,0.0118738
129,Los Angeles,Oxford II Apartments,5517005016,,False,5517-005-016,207 N OXFORD AVE LOS ANGELES CA 90004,LOS ANGELES CA,90004-4230,"207 N. Oxford Avenue, Los Angeles, CA",Oxford II Apartments,,manual_verified,Five or more apartments,Residential,500,1927,32,25,32,21880,2025,4516755,1935751,6452506,2020,2020,0,6657,LOS ANGELES,34.07554201,-118.30830232,"*LAND DESC IN DOC 0169384, 77-2-16 *POR OF SEC 24 T 1S R 14W AND*TR=ONE *POR OF LOT  21 BLK 1",,32,32,0.0118738
130,Los Angeles,Western Apartments,5080006008,,False,5080-006-008,1057 S WESTERN AVE LOS ANGELES CA 90006,LOS ANGELES CA,90006-2344,"1057 S. Western Avenue, Los Angeles, CA",Western Apartments,,manual_verified,Five or more apartments,Residential,500,1926,76,74,74,51116,2025,11155189,2855727,14010916,2019,2019,0,6657,LOS ANGELES,34.05107618,-118.30939309,COUNTRY CLUB HEIGHTS LOTS 22 AND LOT   23,,76,76,0.0118738
132,Los Angeles,7524 S. Hoover St Apartments,6020022027,6020022025,False,6020-022-027,7524 S HOOVER ST,LOS ANGELES CA,,"7524 S. Hoover St, Los Angeles, CA",7524 S. Hoover St Apartments,,parcel_in_transition,Single Family Residence,Residential,,,,,,,2025,2856000,0,2856000,2024,2024,0,212,LOS ANGELES,33.97101635,-118.28678824,,Legacy AIN 6020022025 no longer exists. New AIN 6020022027 has no data yet.,79,78,0.0118738
134,Los Angeles,10705 Avalon Blvd Apartments,6063029029,,False,6063-029-029,10705 AVALON BLVD LOS ANGELES CA 90061,LOS ANGELES CA,90061-2521,"10705 Avalon Blvd, Los Angeles, CA",10705 Avalon Blvd Apartments,,manual_verified,Stores,Commercial,1100,1924,0,0,0,2160,2025,936360,0,936360,2023,2023,936360,461,LOS ANGELES,33.93900434,-118.26552112,TR=5745 LOTS 481 AND 482,,68,68,0.0118738
135,Los Angeles,236 Berendo Apartments,5518026004,,False,5518-026-004,236 N BERENDO ST LOS ANGELES CA 90004,LOS ANGELES CA,90004-4704,"236 N. Berendo Street., Los Angeles, CA",236 Berendo Apartments,,manual_verified,Single,Residential,100,1920,1,3,1,1706,2025,1020000,367200,1387200,2024,2024,0,8830,LOS ANGELES,34.0755716,-118.29381345,TRACT # 3247 LOT   77,,52,52,0.0118738
137,Los Angeles,Kittridge Affordable Housing Apartments,2125017014,,False,2125-017-014,18337 KITTRIDGE ST LOS ANGELES CA 91335,LOS ANGELES CA,91335-6108,"18337 Kittridge St, Reseda, CA 91335",Kittridge Affordable Housing Apartments,,manual_verified,Single,Residential,100,1946,1,2,1,960,2025,864144,79356,943500,2024,2024,0,8852,LOS ANGELES,34.19051576,-118.53307791,TRACT # 1875 E 61.5 FT OF W 123.20 FT OF S 150 FT OF LOT  169,,41,41,0.0118738
141,Fresno,Renaissance Apartment Homes,41805060,,False,,5669 N FRESNO ST FRESNO CA 93710,,,,,,,,,,,,,,,,-,-,30330305,,,,Fresno,,,,,,278,278,0.0125
142,Los Angeles,9033 Ramsgate Apartments,4125011053,4125011010,False,4125-011-053,9033 RAMSGATE AVE,LOS ANGELES CA,90045-4633,"9033 Ramsgate Avenue, Westchester, CA",9033 Ramsgate Apartments,,parcel_in_transition,(pending),Residential,400,1950,4,4,4,2948,2025,1206999,0,1206999,2024,2024,0,68,LOS ANGELES,33.95431377,-118.38296448,"TR=15283 LOTS 34, 35 AND 36",Legacy AIN 4125011010 consolidated to 4125011053,116,116,0.0118738
143,Alameda,Coliseum Transit Village,41416654,,False,,805 71ST AVE OAKLAND CA 94621-3386,,,,,,,,,,,,,,,,-,-,0,,,,Oakland,,,,,,110,55,0.012779
144,Santa Barbara,La Vista Apartment Homes,123-140-018,,False,,"740 S WESTERN AVE, SANTA MARIA, CA 93458",,,,,,,,,,,,,,,,-,-,6695000,,,,Santa Maria,,,,,,460,460,0.010472
144,Santa Barbara,La Vista Apartment Homes,123-140-019,,False,,-,,,,,,,,,,,,,,,,-,-,4460000,,,,Santa Maria,,,,,,460,460,0.010472
144,Santa Barbara,La Vista Apartment Homes,123-140-020,,False,,-,,,,,,,,,,,,,,,,-,-,4460000,,,,Santa Maria,,,,,,460,460,0.010472
144,Santa Barbara,La Vista Apartment Homes,123-140-021,,False,,-,,,,,,,,,,,,,,,,-,-,7113000,,,,Santa Maria,,,,,,460,460,0.010472
145,Fresno,Golden Gardens Apartments,,,False,,"2130 N Marks Ave, Fresno, CA 93722",,,,,,,,,,,,,,,,-,-,10673404,,,,Fresno,,,,,,110,110,0.0125
146,Los Angeles,San Pedro Apartments,6022014002,,False,6022-014-002,7655 S SAN PEDRO ST LOS ANGELES CA 90003,LOS ANGELES CA,90003-2347,"7655 S San Pedro St, Los Angeles, CA 90003",San Pedro Apartments,,manual_verified,Store Combination,Commercial,1210,1934,0,0,0,1790,2025,800000,0,800000,2025,2025,0,7,LOS ANGELES,33.9701724,-118.26987591,TRACT NO 1889 EX OF ALLEY LOTS 152 AND LOT  153,,40,40,0.0118738
147,Alameda,Coliseum Connections,41-4166-54,,False,,"805 71ST AVE, OAKLAND, CA 94621",,,,,,,,,,,,,,,,-,-,-,,,,Oakland,,,,,,110,55,0.012779
148,Los Angeles,Park Wilshire Apartments,4276017047,,False,4276-017-047,2424 WILSHIRE BLVD SANTA MONICA CA 90403,SANTA MONICA CA,90403-5806,"2424 Wilshire Blvd, Los Angeles, CA 90057",Park Wilshire Apartments,,manual_verified,Office Buildings,Commercial,1700,1948,0,0,0,3676,2025,2888923,565219,3454142,2012,2012,0,8604,SANTA MONICA,34.03432369,-118.47895739,CHELSEA GREEN LOTS 6 AND LOT    7 BLK    5,,170,170,0.01203757
149,Los Angeles,Sir Francis Drake Villa Apartments,5093010009,,False,5093-010-009,841 S SERRANO AVE LOS ANGELES CA 90005,LOS ANGELES CA,90005-2730,"841 S Serrano Ave, Los Angeles, CA 90005",Sir Francis Drake Villa Apartments,,manual_verified,Five or more apartments,Residential,550,1929,62,0,0,49243,2025,1092459,3465756,4558215,2001,2001,0,6657,LOS ANGELES,34.0564771,-118.30694704,TRACT # 2189 LOTS 106 AND LOT  107,,61,61,0.0118738
150,Los Angeles,Langham Apartments,5094004007,,False,5094-004-007,715 S NORMANDIE AVE LOS ANGELES CA 90005,LOS ANGELES CA,90005-2267,"715 Normandie Ave, Los Angeles, CA 90005",Langham Apartments,,manual_verified,Five or more apartments,Residential,551,1927,181,57,99,132210,2025,1079080,4752233,5831313,2002,2002,0,6657,LOS ANGELES,34.05931282,-118.30014436,LOT COM AT SW COR OF 7 ST 80 FT WIDE AND NORMANDIE AVE TH W ON S LINE OF SD ST 125.48 FT TH S 0¢05' E 220 FT TH E TO W LINE OF NORMANDIE AVE TH N THEREON 220 FT TO BEG PART OF NE 1/4 OF SEC   25 T   1S R 14W,,181,181,0.0118738
151,Los Angeles,Piccadilly Apartments,5094002004,,False,5094-002-004,682 IROLO ST LOS ANGELES CA 90005,LOS ANGELES CA,90005-2367,"682 Irolo Street, Los Angeles, CA",Piccadilly Apartments,,manual_verified,Five or more apartments,Residential,550,1929,74,0,0,62933,2025,1197304,2326994,3524298,2000,2000,0,6657,LOS ANGELES,34.06036012,-118.30057788,WILSHIRE HARVARD HEIGHTS N 6 FT OF LOT 91 AND ALL OF LOT 92 AND S 40 FT OF LOT   93,,74,74,0.0118738
152,Los Angeles,The Hive at Ackerfield Apartments,7157012023,,False,7157-012-023,5700 ACKERFIELD AVE LONG BEACH CA 90805,LONG BEACH CA,90805-4916,"5565 Ackerfield Avenue / 5700 Ackerfield Avenue, Long Beach, CA",The Hive at Ackerfield Apartments,,manual_verified_multi,Five or more apartments,Residential,501,1973,93,11,11,69530,2025,4669315,20162952,24832267,2022,2022,0,7211,LONG BEACH,33.85952316,-118.16254168,TRACT NO 29389 LOT    8,Multi-parcel (2),152,152,0.01206499
152,Los Angeles,The Hive at Ackerfield Apartments,7157012017,,False,7157-012-017,5565 ACKERFIELD AVE LONG BEACH CA 90805,LONG BEACH CA,90805-4953,"5565 Ackerfield Avenue / 5700 Ackerfield Avenue, Long Beach, CA",The Hive at Ackerfield Apartments,,manual_verified_multi,Five or more apartments,Residential,501,1973,50,96,88,45092,2025,3873409,10612080,14485489,2022,2022,0,7211,LONG BEACH,33.85856516,-118.16367441,TRACT NO 29389 LOT    2,Multi-parcel (2),152,152,0.01206499
153,Los Angeles,Hawaiian Terrace Senior Apartments,7075020011,,False,7075-020-011,12100 226TH ST HAWAIIAN GARDNS CA 90716,HAWAIIAN GARDNS CA,90716-1501,"12100 226th St, Hawaiian Gardens, CA 90716",Hawaiian Terrace Senior Apartments,,manual_verified_multi,Five or more apartments,Residential,500,1990,100,0,0,86449,2025,5624402,13795704,19420106,2022,2022,0,2525,HAWAIIAN GARDENS,33.82378543,-118.07363673,O R M 7425-20-21 POR OF SW 1/4 OF SEC 18 T 4S R 11W,Multi-parcel (2),101,101,0.01135572
153,Los Angeles,Hawaiian Terrace Senior Apartments,7075020012,,False,7075-020-012,12100 226TH ST HAWAIIAN GARDENS CA 90716,HAWAIIAN GARDENS CA,90716-1501,"12100 226th St, Hawaiian Gardens, CA 90716",Hawaiian Terrace Senior Apartments,,manual_verified_multi,Five or more apartments,Residential,050V,,,,,,2025,3926469,0,3926469,2022,2022,0,2519,HAWAIIAN GARDENS,33.82354879,-118.07364078,O R M 7425-20-21 POR OF SW 14 OF SEC 18 T 4S R 11W,Multi-parcel (2),101,101,0.01135572
154,San Mateo,Crystal Springs Terrace,019170270,,False,,2000 CRYSTAL SPRINGS RD SAN BRUNO,,,,,,,,,,,,,,,,-,-,180060039,,,,San Bruno,,,,,,482,216,0.010941
155,Contra Costa,Trailview Apartments,130-320-018-0,,False,,"1070 San Miguel Road, Concord, CA",,,,,,,,,,,,,,,,-,-,34848175,,,,Concord,,,,,,120,120,0.010992
156,Alameda,Casa Serena Apartments,501-1800-1-42,,False,,"36000 FREMONT BLVD, FREMONT, CA 94536",,,,,,,,,,,,,,,,-,-,65613972,,,,Fremont,,,,,,170,170,0.011741
157,San Diego,Hendrix and Hadley Apartments,226-203-10-00,,False,,439 W EL NORTE PKWY ESCONDIDO CA 92026-1961,,,,,,,,,,,,,,,,-,-,12540125,,,,Escondido,,,,,,551,440,0.0114011
157,San Diego,Hendrix and Hadley Apartments,228-073-20-00,,False,,1045 MORNING VIEW DR ESCONDIDO CA 92026-3481,,,,,,,,,,,,,,,,-,-,41107952,,,,Escondido,,,,,,551,440,0.0114011
157,San Diego,Hendrix and Hadley Apartments,226-203-02-00,,False,,443 W EL NORTE PKWY ESCONDIDO CA 92026,,,,,,,,,,,,,,,,-,-,18982539,,,,Escondido,,,,,,551,440,0.0114011
157,San Diego,Hendrix and Hadley Apartments,226-211-03-00,,False,,457 W EL NORTE PKWY ESCONDIDO CA 92026,,,,,,,,,,,,,,,,-,-,12540125,,,,Escondido,,,,,,551,440,0.0114011
158,Los Angeles,Kalmia Apartments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,Los Angeles,1141 N. Vermont Avenue Apartments,5540-019-012,,False,,1141 N VERMONT AVE LOS ANGELES CA 90029,,,,,,,,,,,,,,,,,,,,,,13,LOS ANGELES,,,,,,,
160,Los Angeles,12th Street Apartments,5080011007,,False,5080-011-007,3048 W 12TH ST LOS ANGELES CA 90006,LOS ANGELES CA,90006-3150,"3048 W. 12th Street, CA 90006",12th Street Apartments,,manual_verified,Five or more apartments,Residential,500,1928,16,4,16,9842,2025,2007932,680463,2688395,2019,2019,0,67,LOS ANGELES,34.04875265,-118.30772673,COUNTRY CLUB BOULEVARD TRACT LOT    9,Added from LA County lookup,29,29,0.0118738
161,Los Angeles,8th Street Apartments,5077-018-006,,False,5077-018-006,2933 W 8TH ST LOS ANGELES CA 90005,,,,,,,,,,,,,,,,6221592,2861100,9082692,,,,6657,,,,,,,,
162,Los Angeles,Alexandria II Apartments,5518-013-024,,False,5518-013-024,130 S ALEXANDRIA AVE LOS ANGELES CA 90004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,Los Angeles,Ardmore Apartments,5521-023-008,,False,5521-023-008,437 N ARDMORE AVE LOS ANGELES CA 90004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,Los Angeles,Avalon Apartments,5468-028-027,,False,5468-028-027,249 S AVENUE 55 LOS ANGELES CA 90042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,Los Angeles,Fedora Apartments,5094-017-020,,False,5094-017-020,861 FEDORA ST LOS ANGELES CA 90005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,Los Angeles,Harvard Apartments,5521-010-010,,False,5521-010-010,516 N HARVARD BLVD LOS ANGELES CA 90004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,Los Angeles,Hollywood Apartments,5544-016-002,,False,5544-016-002,5200 HOLLYWOOD BLVD LOS ANGELES CA 90027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,Los Angeles,Kenmore II Apartments,5518-020-021,,False,5518-020-021,200 S KENMORE AVE LOS ANGELES CA 90004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,Los Angeles,Kenmore III Apartments,5094-023-025,,False,5094-023-025,915 S KENMORE AVE LOS ANGELES CA 90006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,Los Angeles,Kinglsey Apartments,5503-024-012,,False,5503-024-012,530 S KINGSLEY DR LOS ANGELES CA 90020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,Los Angeles,Lexington Apartments,5537-006-002,,False,5537-006-002,5406 LEXINGTON AVE LOS ANGELES CA 90029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,Los Angeles,Manhattan I & II Apartments,5503-015-019,,False,5503-015-019,410 S MANHATTAN PL LOS ANGELES CA 90020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,Los Angeles,Manhattan I & II Apartments,5503-017-019,,False,5503-017-019,509 S MANHATTAN PL LOS ANGELES CA 90020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,Los Angeles,Mariposa I Apartments,5094-005-005,,False,5094-005-005,727 S MARIPOSA AVE LOS ANGELES CA 90005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,Los Angeles,Mariposa III Apartments,5094-006-003,,False,5094-006-003,750 S MARIPOSA AVE LOS ANGELES CA 90005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,Los Angeles,Mariposa IV Apartments,5502-019-004,,False,5502-019-004,520 S MARIPOSA AVE LOS ANGELES CA 90020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,Los Angeles,Monte Vista Apartments,5469-032-001,,False,5469-032-001,5635 MONTE VISTA ST LOS ANGELES CA 90042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,Los Angeles,Oxford II Apartments,5517-005-016,,False,5517-005-016,207 N OXFORD AVE LOS ANGELES CA 90004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,Los Angeles,Parkview Apartments,5446-002-044,,False,5446-002-044,312 W AVENUE 37 LOS ANGELES CA 90065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,Los Angeles,Western Apartments,5080-006-008,,False,5080-006-008,1057 S WESTERN AVE LOS ANGELES CA 90006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,Los Angeles,Westmoreland Apartments,5501-016-008,,False,5501-016-008,132 S WESTMORELAND AVE LOS ANGELES CA 90004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,Los Angeles,The Hive Apartments,7157-012-017,,False,7157-012-017,5565 ACKERFIELD AVE LONG BEACH CA 90805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,Los Angeles,1451 W MLK BLVD Apartments,5036-031-006,,False,5036-031-006,1451 W MARTIN LUTHER KING JR BLVD LOS ANGELES CA 90062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,Los Angeles,4256 Whittier Blvd Apartments,5236-016-054,,False,5236-016-054,4252 WHITTIER BLVD LOS ANGELES CA 90023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,Los Angeles,225 W 25th Apartments,5126-020-009,,False,5126-020-009,225 W 25TH ST LOS ANGELES CA 90007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,Los Angeles,9422 Firth Avenue Apartments,6048-004-047,,False,6048-004-047,9422 FIRTH BLVD LOS ANGELES CA 90002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,Los Angeles,4008 Martin Luther King Blvd Apartments,5032-007-019,,False,5032-007-019,4008 W MARTIN LUTHER KING JR BLVD LOS ANGELES CA 90008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,Orange,Bentley Parke Apartments,198-261-32,,False,198-261-32,3200 W 5TH ST,SANTA ANA,92703,,,,,,,,,,,,,,9512378,17092931,26605309,,,,,,,,,,,,
188,Contra Costa,Del Norte Place Apartments,501261015,,False,501261015,11720 SAN PABLO AVE,EL CERRITO,,,,,,,,,,,,,,,9500000,33250000,42750000,,,9419226,3001,,,,,,,,
190,Contra Costa,Highlands Point Apartments,223010017,,False,223010017,2311 IVY HILL WAY,San Ramon,,,,,,,,,,,,,,,10539139,59108592,69647731,,,46831134,17135,,,,,,,,
192,Orange,Heritage Village Anaheim Apartments,036-150-06,,False,036-150-06,707 W SANTA ANA ST,Anaheim,92805,,,,,,,,,,,,,,58366440,9494558,67860998,,,67860998,01-001,,,,,,,,
193,San Diego,Heritage Park Escondido Apartments,2311104600,,False,2311104600,2549 Valley PKWY,Escondido,92027-2972,,,,,,,,,,,,,,29713824,19954954,49668778,,,49157189,4014,,,,,,,,
194,Los Angeles,3751 Delmas Terrace Apartments,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,Los Angeles,1723 Corinth Apartments,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,Los Angeles,The Dream Apartments,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,Los Angeles,12342 Osborne Place Apartments,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,Los Angeles,Baird Affordable Housing Apartments,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,Los Angeles,1408 Jefferson Apartments,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,Santa Barbara,Villa Del Sol Senior Apartments,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,Sacramento,Bent Tree Apartments,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,Los Angeles,Hazelhurst Affordable Housing Apartments,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,Contra Costa,Del Norte Place Apartments,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,Los Angeles,Elan River Village Apartments,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,Los Angeles,Cullen Living Apartments,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,Los Angeles,Sawtelle 2481 Apartments,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,San Diego,Bluwater Crossing Apartments,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,Sacramento,California Place Apartments,11700120210000,,False,,6633 VALLEY HI DR SACRAMENTO 95823,Sacramento,95823,,,,,,,,,,,,,2025,1493945,9649232,11438021,,,,003-117,,,,,,,,
211,Los Angeles,Haven Warner Center,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,Los Angeles,The Arlo,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,Sacramento,Sierra Village,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,Los Angeles,Trails at San Dimas,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,Los Angeles,511 Hoover Street Apartments,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,San Diego,Guava Gardens Apartments,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,Los Angeles,Park View by Angeleno Apartments,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,Los Angeles,1408 Jefferson Blvd Apartments,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,Los Angeles,603 Mariposa Apartments,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,Los Angeles,236 Berendo Apartments,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,Los Angeles,Banner Avenue Apartments,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,Alameda,Bayfair Apartments,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,Alameda,2121 Wood St,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,Los Angeles,1454 Florence Apartments,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,Contra Costa,Maris at Martinez Apartments,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,Sacramento,Westlake Apartments,3003300180000,,False,,1 SHOAL CT SACRAMENTO 95831,,,,,,,,,,,,,,,2026,4329728,36856814,41186542,,,,,,,,,,,,
228,Los Angeles,Colden Oaks Apartments,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,San Diego,Creekside Villas Apartments,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,Los Angeles,Hansen illage Apartments,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,Los Angeles,Violet on Virgil,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,Orange,Crystal View Apartments,231-151-27,,False,,12021 BAYPORT ST GARDEN GROVE 92840,,,,,,,,,,,,,,,2026,77305195,12828467,90133662,,,62106599,,,,,,,,,
232,Orange,Crystal View Apartments,231-151-28,,False,,12156 BAYPORT ST GARDEN GROVE 92840,,,,,,,,,,,,,,,2026,25582477,4462074,30044551,,,20702197,,,,,,,,,
233,Los Angeles,926 S. Kingsley Apartments,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,Los Angeles,939 S. Kingsley Apartments,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,Los Angeles,3950 Ingraham Apartments,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,Los Angeles,Park Playa Apartments,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,Los Angeles,Edgemont by Angeleno,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,Santa Clara,SoFi Los Gatos Creek Apartments,284-24-015,,False,,"2070 Southwest Ex, San Jose, CA 95128",,,,,,,,,,,,,,,,-,-,36559633,,,18850147,San Jose,,,,,,193,193,0.012401
60,Santa Clara,HARKEN APARTMENTS,170-04-068,,False,,5150 EL CAMINO REAL LOS ALTOS CA,,,,,,,,,,,,,,,,-,-,32171358,,,,Los Altos,,,,,,196,29,0.011268
60,Santa Clara,HARKEN APARTMENTS,170-04-069,,False,,5150 EL CAMINO REAL LOS ALTOS CA,,,,,,,,,,,,,,,,-,-,18766626,,,,Los Altos,,,,,,196,29,0.011268
89,Santa Clara,LINQ Apartments,25404108,,False,,1700 NEWBURY PARK DR SAN JOSE CA 95133-1771,,,,,,,,,,,,,,,,-,-,113197044,,,,San Jose,,,,,,230,230,0.012401
95,Santa Clara,Fountain Park Apartments,372-26-016,,False,,"1028 S De Anza Bl, San Jose, CA 95129",,,,,,,,,,,,,,,,-,-,4853048,,,,San Jose,,,,,,164,164,0.012401
96,Santa Clara,Park Kiely Apartments,296-40-005,,False,,"355 Kiely Bl, San Jose, CA 95129",,,,,,,,,,,,,,,,-,-,129482004,,,,San Jose,,,,,,948,948,0.012401
96,Santa Clara,Park Kiely Apartments,296-40-004,,False,,"4240 Albany Dr, San Jose, CA 95129",,,,,,,,,,,,,,,,-,-,95469825,,,,San Jose,,,,,,948,948,0.012401
96,Santa Clara,Park Kiely Apartments,296-40-003,,False,,"4280 Albany Dr, San Jose, CA 95129",,,,,,,,,,,,,,,,-,-,72364911,,,,San Jose,,,,,,948,948,0.012401
136,Santa Clara,Ascent Apartments,70607013,,False,,5805 CHARLOTTE DR SAN JOSE CA 95123-3619,,,,,,,,,,,,,,,,-,-,269608107,,,,San Jose,,,,,,650,260,0.012401
138,Santa Clara,Montecito Apartments,21332022,,False,,3765 TAMARACK LN SANTA CLARA CA 95051-2571,,,,,,,,,,,,,,,,-,-,27979060,,,,Santa Clara,,,,,,114,114,0.011437
139,Santa Clara,Thornbridge Apartments,684-29-011,,False,,"5150 Monterey Rd, San Jose, CA 95111",,,,,,,,,,,,,,,,-,-,51700304,,,51700304,San Jose,,,,,,286,286,0.012401
