project_id,agency,property_name,entity,city,county,resolution,meeting_date,item_type,minutes_status,authorization_status,superseded_by,manual_status,scc_filed,scc_number,scc_issue_date,agenda_url,staff_report_url,minutes_url,investor_1,investor_2,nonprofit_partner,total_units,restricted_units,rent_restricted_pct,term_years,city_cut,grant_description,address,estimated_closing,new_build,built,acquisition_price_m,acquisition_date,link,leasing_link,row_source,field_overrides
331,CMFA,685 W 4th Apartments,2 SIOF 685 W Fourth St. LP,Los Angeles,Los Angeles,25-146,2025-04-25,authorize,approved,superseded,86,,,,,https://www.cmfa-ca.com/wp-content/uploads/2025/04/1-CMFA-Agenda-04-25-2025.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/04/CMFA-Staff-Reports-1.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/04/2-CMFA-Minutes-04-25-2025-1.pdf,"SoLa Impact, LLC",,Housing on Merit,28,27,100% at 80% AMI,30,4050.0,"Grant up to $10,000 (Charitable Affordable Housing)",,,,,,,,,generated,
332,CMFA,Summer House Apartments,"The Michaels Development Company I, L.P. or an affiliate",Alameda,Alameda,,2025-04-25,preliminary_only,,preliminary,,,,,,https://www.cmfa-ca.com/wp-content/uploads/2025/04/1-CMFA-Agenda-04-25-2025.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/04/CMFA-Staff-Reports-1.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/04/2-CMFA-Minutes-04-25-2025-1.pdf,The Michaels Organization,,"Pacific Housing, Inc.",615,615,100% at 80% AMI,30,68625.0,"Grant up to $10,000 (Charitable Affordable Housing)",,,,,,,,,generated,
333,CMFA,9750 Airport Blvd. Apartments,"Perseverance LAX Affordable, L.P.",Los Angeles,Los Angeles,,2025-05-30,preliminary_only,,preliminary,,,,,,https://www.cmfa-ca.com/wp-content/uploads/2025/05/1-CMFA-Agenda-05-30-2025.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/05/5-30-25-CMFA-Staff-Reports.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/05/2-CMFA-Minutes-05-30-2025.pdf,Capital Insight,,"Kingdom Development, Inc.",,229,40% at 80% AMI,30,34350.0,"Grant up to $10,000 (Charitable Affordable Housing)",229 of which are designated as affordable housing for residents earning at or below 80% of,,,,,,,,generated,
334,CMFA,Bella Vista at Hilltop Apartments,"Bella Vista Owner, LP",Richmond,Contra Costa,25-229,2025-05-30,authorize,pulled,pulled,,,True,15252,2025-08-04,https://www.cmfa-ca.com/wp-content/uploads/2025/05/1-CMFA-Agenda-05-30-2025.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/05/5-30-25-CMFA-Staff-Reports.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/05/2-CMFA-Minutes-05-30-2025.pdf,"Vintage Housing Holdings, LLC",Kennedy Wilson,"Pacific Housing, Inc.",8,8,at 80% AMI,30,98100.0,"Grant up to $10,000 (Charitable Affordable Housing)",,,,,,,,,generated,
335,CMFA,Chadwick Apartments,"Chadwick Owner, LP",Los Angeles,Los Angeles,25-230,2025-05-30,authorize,pulled,pulled,,,True,15376,2025-12-03,https://www.cmfa-ca.com/wp-content/uploads/2025/05/1-CMFA-Agenda-05-30-2025.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/05/5-30-25-CMFA-Staff-Reports.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/05/2-CMFA-Minutes-05-30-2025.pdf,"Vintage Housing Holdings, LLC",Kennedy Wilson,"Pacific Housing, Inc.",687,687,100% at 80% AMI,30,74025.0,"Grant up to $10,000 (Charitable Affordable Housing)",,,,,,,,,generated,
336,CMFA,17188 Chatsworth St. Apartments,"Chatsworth Housing, LP",Los Angeles,Los Angeles,,2025-06-06,preliminary_only,,preliminary,,,,,,https://www.cmfa-ca.com/wp-content/uploads/2025/06/1-CMFA-Agenda-06-06-2025.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/06/CMFA-Staff-Reports-6-6-25.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/06/2-CMFA-Minutes-06-06-2025.pdf,BMI Developments,,"Kingdom Development, Inc.",69,56,81% at 80% AMI,30,8400.0,"Grant up to $10,000 (Charitable Affordable Housing)","17188 Chatsworth St. Apartments, is a new construction",,,,,,,,generated,
337,CMFA,Bella Vista at Hilltop Apartments,"Bella Vista Owner, LP",Richmond,Contra Costa,25-247,2025-06-06,authorize,approved,superseded,78,,True,15252,2025-08-04,https://www.cmfa-ca.com/wp-content/uploads/2025/06/1-CMFA-Agenda-06-06-2025.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/06/CMFA-Staff-Reports-6-6-25.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/06/2-CMFA-Minutes-06-06-2025.pdf,"Vintage Housing Holdings, LLC",Kennedy Wilson,"Pacific Housing, Inc.",8,8,at 80% AMI,30,98100.0,"Grant up to $10,000 (Charitable Affordable Housing)",,,,,,,,,generated,
338,CMFA,Chadwick Apartments,"Chadwick Owner, LP",Los Angeles,Los Angeles,25-248,2025-06-06,authorize,approved,superseded,87,,True,15376,2025-12-03,https://www.cmfa-ca.com/wp-content/uploads/2025/06/1-CMFA-Agenda-06-06-2025.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/06/CMFA-Staff-Reports-6-6-25.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/06/2-CMFA-Minutes-06-06-2025.pdf,"Vintage Housing Holdings, LLC",Kennedy Wilson,"Pacific Housing, Inc.",687,687,100% at 80% AMI,30,74025.0,"Grant up to $10,000 (Charitable Affordable Housing)",,,,,,,,,generated,
339,CMFA,Violet on Virgil Apartments,"Post Violet, LP",Los Angeles,Los Angeles,,2025-06-27,preliminary_only,,preliminary,,,,,,https://www.cmfa-ca.com/wp-content/uploads/2025/06/1-CMFA-Agenda-06-27-2025.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/06/CMFA-Staff-Report-6-27-25.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/06/2-CMFA-Minutes-06-27-2025.pdf,Post Investment Group,,Integrity Housing,302,302,100% at 80% AMI,30,45150.0,"Grant up to $10,000 (Charitable Affordable Housing)",160 S Virgil Ave,,,,,,,,generated,
340,CMFA,236 Berendo Street Apartments,"Terra Capital Development Group LLC and Pacific Housing, Inc., or an affiliate",Los Angeles,Los Angeles,,2025-07-18,preliminary_only,,preliminary,,,,,,https://www.cmfa-ca.com/wp-content/uploads/2025/07/1-CMFA-Agenda-07-18-2025.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/07/CMFA-Staff-Reports-7-18-25.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/07/2-CMFA-Minutes-07-18-2025.pdf,Terra Capital Development Group LLC,,"Pacific Housing, Inc.",52,51,100% at 80% AMI,30,7800.0,"Grant up to $10,000 (Charitable Affordable Housing)","236 Berendo Street Apartments project is a proposed new construction of a 5-story,",,,,,,,,generated,
341,CMFA,Meridian Apartments,400 MERIDIAN LP,San Rafael,Marin,25-307,2025-07-18,authorize,pulled,pulled,,,,,,https://www.cmfa-ca.com/wp-content/uploads/2025/07/1-CMFA-Agenda-07-18-2025.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/07/CMFA-Staff-Reports-7-18-25.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/07/2-CMFA-Minutes-07-18-2025.pdf,Tesseract Capital Group,,Housing on Merit,99,99,100% at 80% AMI,30,14850.0,"Grant up to $10,000 (Charitable Affordable Housing)",2022 and are sized to offset the electricity needs of all common areas. The grant for this project will create 99 units of affordable housing in,,,,,,,,generated,
342,CMFA,Mosaic Apartments,"Pacific Housing, Inc. and Big 4 Properties, or an affiliate",Pittsburg,Contra Costa,,2025-07-18,preliminary_only,,preliminary,,,,,,https://www.cmfa-ca.com/wp-content/uploads/2025/07/1-CMFA-Agenda-07-18-2025.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/07/CMFA-Staff-Reports-7-18-25.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/07/2-CMFA-Minutes-07-18-2025.pdf,"Big 4 Properties, LLC",,"Pacific Housing, Inc.",208,208,100% at 80% AMI,30,31200.0,"Grant up to $10,000 (Charitable Affordable Housing)",,,,,,,,,generated,
343,CMFA,Ventana Rental Homes Apartments,"Pacific Housing, Inc. and Big 4 Properties, or an affiliate",Pittsburg,Contra Costa,,2025-07-18,preliminary_only,,preliminary,,,,,,https://www.cmfa-ca.com/wp-content/uploads/2025/07/1-CMFA-Agenda-07-18-2025.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/07/CMFA-Staff-Reports-7-18-25.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/07/2-CMFA-Minutes-07-18-2025.pdf,"Big 4 Properties, LLC",,"Pacific Housing, Inc.",148,148,100% at 80% AMI,30,22200.0,"Grant up to $10,000 (Charitable Affordable Housing)",,,,,,,,,generated,
344,CMFA,11001 S. Vermont Ave. Apartments,"5 SIOF 11001 S Vermont St, LP",Los Angeles,Los Angeles,,2025-08-08,preliminary_only,,preliminary,,,,,,https://www.cmfa-ca.com/wp-content/uploads/2025/08/1-CMFA-Agenda-08-08-25.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/08/CMFA-Staff-Reports-8-8-25.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/08/2-CMFA-Minutes-08-08-25.pdf,"SoLa Impact, LLC",,Housing on Merit,84,83,100% at 80% AMI,30,12450.0,"Grant up to $10,000 (Charitable Affordable Housing)",,,,,,,,,generated,
345,CMFA,Meridian Apartments,400 MERIDIAN LP,San Rafael,Marin,25-346,2025-08-08,authorize,pulled,pulled,,,,,,https://www.cmfa-ca.com/wp-content/uploads/2025/08/1-CMFA-Agenda-08-08-25.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/08/CMFA-Staff-Reports-8-8-25.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/08/2-CMFA-Minutes-08-08-25.pdf,Tesseract Capital Group,,Housing on Merit,99,99,100% at 80% AMI,30,,"Grant up to $10,000 (Charitable Affordable Housing)",2022 and are sized to offset the electricity needs of all common areas. The grant for this project will create 99 units of affordable housing in,,,,,,,,generated,
346,CMFA,Citrine Apartments,"Citrine Preservation, LP",Healdsburg,Sonoma,25-428,2025-08-29,authorize,pulled,pulled,,,,,,https://www.cmfa-ca.com/wp-content/uploads/2025/08/1-CMFA-Agenda-08-29-25.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/08/CMFA-Staff-Reports-8-29-25.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/08/2-CMFA-Minutes-08-29-25.pdf,The Transcend Group,,Retail Store Employees Building Corporation,37,37,100% at 80% AMI,30,5550.0,"Grant up to $10,000 (Charitable Affordable Housing)",1 mile north of the historic Healdsburg Plaza,,,,,,,,generated,
347,CMFA,Sandpiper Cove Apartments,Sandpiper Cove Apartments,Yuba City,Sutter,,2025-09-19,preliminary_only,,preliminary,,,,,,https://www.cmfa-ca.com/wp-content/uploads/2025/09/1-CMFA-Agenda-09-19-25.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/09/CMFA-Staff-Reports-09-19-25.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/09/2-CMFA-Minutes-09-19-25.pdf,Cahill Realty,,Central Valley Coalition for Affordable Housing,90,90,100% at 80% AMI,30,13500.0,"Grant up to $10,000 (Charitable Affordable Housing)",,,,,,,,,generated,
348,CMFA,4228 Western Apartments,"PS 4228 Western Ave, LP, a Delaware limited partnership",Healdsburg,Sonoma,25-511,2025-10-24,authorize,pulled,pulled,,,,,,https://www.cmfa-ca.com/wp-content/uploads/2025/10/1-CMFA-Agenda-10-24-25.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/10/CMFA-Staff-Reports-10-24-25.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/10/2-CMFA-Minutes-10-24-25.pdf,,,,,,,,,"Grant up to $10,000 (Charitable Affordable Housing)",,,,,,,,,generated,
349,CMFA,4228 Western Ave Apartments,"PS 4228 Western Ave, LP",Los Angeles,Los Angeles,25-531,2025-11-07,authorize,approved,operative,,,,,,https://www.cmfa-ca.com/wp-content/uploads/2025/11/1-CMFA-Agenda-11-07-25.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/11/CMFA-Staff-Report-11-7-25.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/11/2-CMFA-Minutes-11-07-25.pdf,California State Teachers’ Retirement System,,Housing on Merit,68,14,21% at 80% AMI,30,2500.0,"Grant up to $10,000 (Charitable Affordable Housing)",,,,,,,,,generated,
350,CMFA,Hawaiian Gardens Senior Apartments,"MKCR Capital, LLC",Hawaiian Gardens,Los Angeles,,2025-11-21,preliminary_only,,preliminary,,,,,,https://www.cmfa-ca.com/wp-content/uploads/2025/11/1-CMFA-Agenda-11-21-25.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/11/CMFA-Staff-Reports-11-21-25.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/11/2-CMFA-Minutes-11-21-25.pdf,"MKCR Capital, LLC",,Foundation for Affordable Housing,101,41,40% at 80% AMI,30,15150.0,"Grant up to $10,000 (Charitable Affordable Housing)",,,,,,,,,generated,
351,CMFA,12th Street Apartments,12th Street 19 LLLP,Los Angeles,Los Angeles,26-004,2026-01-09,authorize,approved,operative,,,,,,https://www.cmfa-ca.com/wp-content/uploads/2026/01/1-CMFA-Agenda-01-09-26.pdf,https://www.cmfa-ca.com/wp-content/uploads/2026/01/CMFA-Staff-Reports-01-09-26.pdf,https://www.cmfa-ca.com/wp-content/uploads/2026/01/2-CMFA-Minutes-01-09-26.pdf,K3 Holdings,,"Kingdom Development, Inc.",16,16,100% at 80% AMI,55,2500.0,"Grant up to $10,000 (Charitable Affordable Housing)",3048,,,,,,,,generated,
352,CMFA,Redwood Square Apartments,Redwood Square Owner LLC,Sacramento,Sacramento,,2026-01-09,preliminary_only,,preliminary,,,,,,https://www.cmfa-ca.com/wp-content/uploads/2026/01/1-CMFA-Agenda-01-09-26.pdf,https://www.cmfa-ca.com/wp-content/uploads/2026/01/CMFA-Staff-Reports-01-09-26.pdf,https://www.cmfa-ca.com/wp-content/uploads/2026/01/2-CMFA-Minutes-01-09-26.pdf,Lincoln Avenue Capital Management LLC,,"Pacific Housing, Inc.",206,206,100% at 80% AMI,30,30900.0,"Grant up to $10,000 (Charitable Affordable Housing)",4440,,,,,,,,generated,
353,CMFA,The Collective Apartments,"Langdon Park Capital & Standard Real Estate Investments, or an affiliate",Los Angeles,Los Angeles,,2026-01-09,preliminary_only,,preliminary,,,,,,https://www.cmfa-ca.com/wp-content/uploads/2026/01/1-CMFA-Agenda-01-09-26.pdf,https://www.cmfa-ca.com/wp-content/uploads/2026/01/CMFA-Staff-Reports-01-09-26.pdf,https://www.cmfa-ca.com/wp-content/uploads/2026/01/2-CMFA-Minutes-01-09-26.pdf,Langdon Park Capital and Standard Real Estate,,Housing on Merit,192,192,100% at 80% AMI,30,28800.0,"Grant up to $10,000 (Charitable Affordable Housing)",,,,,,,,,generated,
354,CMFA,"Alhambra, Orizaba & Richfield Apartments","LACDA Housing, LP",Paramount,Los Angeles,,2026-02-20,preliminary_only,,preliminary,,,,,,https://www.cmfa-ca.com/wp-content/uploads/2026/02/1-CMFA-Agenda-02-20-26.pdf,https://www.cmfa-ca.com/wp-content/uploads/2026/02/CMFA-Staff-Report-2-20-26.pdf,https://www.cmfa-ca.com/wp-content/uploads/2026/02/2-CMFA-Minutes-02-20-26.pdf,,,,,,,,,"Grant up to $10,000 (Charitable Affordable Housing)",,,,,,,,,generated,
355,CMFA,Fernwood Apartments,"LACDA Housing, LP",Lynwood,Los Angeles,,2026-02-20,preliminary_only,,preliminary,,,,,,https://www.cmfa-ca.com/wp-content/uploads/2026/02/1-CMFA-Agenda-02-20-26.pdf,https://www.cmfa-ca.com/wp-content/uploads/2026/02/CMFA-Staff-Report-2-20-26.pdf,https://www.cmfa-ca.com/wp-content/uploads/2026/02/2-CMFA-Minutes-02-20-26.pdf,LACDA Housing,,Pacific Southwest Community Development Corporation,5,5,100% at 80% AMI,55,2500.0,"Grant up to $10,000 (Charitable Affordable Housing)",3601 Fernwood,,,,,,,,generated,
356,CMFA,Johnson Apartments,"LACDA Housing, LP",Compton,Los Angeles,,2026-02-20,preliminary_only,,preliminary,,,,,,https://www.cmfa-ca.com/wp-content/uploads/2026/02/1-CMFA-Agenda-02-20-26.pdf,https://www.cmfa-ca.com/wp-content/uploads/2026/02/CMFA-Staff-Report-2-20-26.pdf,https://www.cmfa-ca.com/wp-content/uploads/2026/02/2-CMFA-Minutes-02-20-26.pdf,LACDA Housing,,Pacific Southwest Community Development Corporation,5,5,100% at 80% AMI,55,2500.0,"Grant up to $10,000 (Charitable Affordable Housing)",119 East Johnson,,,,,,,,generated,
357,CMFA,The Mark Apartments,"Kairos Investment Management & Pacific Housing, Inc.",Hayward,Alameda,,2026-02-20,preliminary_only,,preliminary,,,,,,https://www.cmfa-ca.com/wp-content/uploads/2026/02/1-CMFA-Agenda-02-20-26.pdf,https://www.cmfa-ca.com/wp-content/uploads/2026/02/CMFA-Staff-Report-2-20-26.pdf,https://www.cmfa-ca.com/wp-content/uploads/2026/02/2-CMFA-Minutes-02-20-26.pdf,Kairos Investment Management Company,,"Pacific Housing, Inc.",151,151,100% at 80% AMI,55,22650.0,"Grant up to $10,000 (Charitable Affordable Housing)","24650 Amador Street in Hayward, CA",,,,,,,,generated,
358,CMFA,Del Norte Apartments,MG Del Norte Place Apartments L.P.,El Cerrito,Contra Costa,26-177,2026-04-17,authorize,pulled,pulled,,,,,,https://www.cmfa-ca.com/wp-content/uploads/2026/04/1-CMFA-Agenda-04-17-26.pdf,https://www.cmfa-ca.com/wp-content/uploads/2026/04/4-17-26-CMFA-Staff-Reports.pdf,https://www.cmfa-ca.com/wp-content/uploads/2026/04/2-CMFA-Minutes-04-17-26.pdf,,,,,,,,,"Grant up to $10,000 (Charitable Affordable Housing)",,,,,,,,,generated,
359,CMFA,Terrace View Apartments,"SFF 4, LLC",Daly City,San Mateo,26-352,2026-06-12,authorize,approved,operative,,,,,,https://www.cmfa-ca.com/wp-content/uploads/2026/06/1-CMFA-Agenda-06-12-26.pdf,https://www.cmfa-ca.com/wp-content/uploads/2026/06/CMFA-Staff-Reports-06-12-26.pdf,https://www.cmfa-ca.com/wp-content/uploads/2026/06/2-CMFA-Minutes-06-12-26.pdf,The Sobrato Organization,,"Pacific Housing, Inc.",122,24,20% at 60% AMI; 80% at 80% AMI,30,18300.0,"Grant up to $10,000 (Charitable Affordable Housing)","79 acres. The unit mix consists of 4 studios,",,,,,,,,generated,
360,CMFA,The Heltsley Apartments FKA SoFi Redwood Park Apartments,"SFF 3, LLC",Redwood City,San Mateo,,2026-06-12,authorize,,superseded,71,,,,,https://www.cmfa-ca.com/wp-content/uploads/2026/06/1-CMFA-Agenda-06-12-26.pdf,https://www.cmfa-ca.com/wp-content/uploads/2026/06/CMFA-Staff-Reports-06-12-26.pdf,https://www.cmfa-ca.com/wp-content/uploads/2026/06/2-CMFA-Minutes-06-12-26.pdf,The Sobrato Organization,,"Pacific Housing, Inc.",112,22,20% at 60% AMI; 80% at 80% AMI,30,16800.0,"Grant up to $10,000 (Charitable Affordable Housing)","81 acres. The unit mix consists of 5 studios,",,,,,,,,generated,
361,CMFA,Casa Del Milagro Apartments,Casa Del Milagro LP,Los Angeles,Los Angeles,,2026-06-26,preliminary_only,,preliminary,,,,,,https://www.cmfa-ca.com/wp-content/uploads/2026/06/1-CMFA-Agenda-06-26-26.pdf,https://www.cmfa-ca.com/wp-content/uploads/2026/06/CMFA-Staff-Reports-6-26-26.pdf,https://www.cmfa-ca.com/wp-content/uploads/2026/06/2-CMFA-Minutes-06-26-26.pdf,Evolve Realty & Development Inc.,,"Kingdom Development, Inc.",99,97,100% at 80% AMI,55,14550.0,"Grant up to $10,000 (Charitable Affordable Housing)","6754 Valjean Ave, Los Angeles, CA",,,,,,,,generated,
362,CMFA,Studios on Fig Apartments,Studios on Fig LP,Los Angeles,Los Angeles,,2026-06-26,preliminary_only,,preliminary,,,,,,https://www.cmfa-ca.com/wp-content/uploads/2026/06/1-CMFA-Agenda-06-26-26.pdf,https://www.cmfa-ca.com/wp-content/uploads/2026/06/CMFA-Staff-Reports-6-26-26.pdf,https://www.cmfa-ca.com/wp-content/uploads/2026/06/2-CMFA-Minutes-06-26-26.pdf,Evolve Realty & Development Inc.,,"Kingdom Development, Inc.",88,87,100% at 80% AMI,55,10350.0,"Grant up to $10,000 (Charitable Affordable Housing)","7408 S. Figueroa St., Los Angeles, CA",,,,,,,,generated,
363,CMFA,Terrace View Apartments,"SFF 4, LLC",Daly City,San Mateo,,2026-06-26,authorize,,superseded,359,,,,,https://www.cmfa-ca.com/wp-content/uploads/2026/06/1-CMFA-Agenda-06-26-26.pdf,https://www.cmfa-ca.com/wp-content/uploads/2026/06/CMFA-Staff-Reports-6-26-26.pdf,https://www.cmfa-ca.com/wp-content/uploads/2026/06/2-CMFA-Minutes-06-26-26.pdf,The Sobrato Organization,,"Pacific Housing, Inc.",122,24,20% at 60% AMI; 80% at 80% AMI,30,18300.0,"Charitable Affordable Housing Grant for an Affordable Rental Housing Facility Located in the City of Daly City, San Mateo County, California","79 acres. The unit mix consists of 4 studios,",,,,,,,,generated,
364,CMFA,The Heltsley Apartments FKA SoFi Redwood Park Apartments,"SFF 3, LLC",Redwood City,San Mateo,,2026-06-26,authorize,,superseded,71,,,,,https://www.cmfa-ca.com/wp-content/uploads/2026/06/1-CMFA-Agenda-06-26-26.pdf,https://www.cmfa-ca.com/wp-content/uploads/2026/06/CMFA-Staff-Reports-6-26-26.pdf,https://www.cmfa-ca.com/wp-content/uploads/2026/06/2-CMFA-Minutes-06-26-26.pdf,The Sobrato Organization,,"Pacific Housing, Inc.",112,22,20% at 60% AMI; 80% at 80% AMI,30,16800.0,"Charitable Affordable Housing Grant for an Affordable Rental Housing Facility Located in the City of Redwood City, San Mateo County, California","81 acres. The unit mix consists of 5 studios,",,,,,,,,generated,
365,CMFA,The Trinidad on Fig Apartments,The Trinidad Sylmar LP,Los Angeles,Los Angeles,,2026-06-26,preliminary_only,,preliminary,,,,,,https://www.cmfa-ca.com/wp-content/uploads/2026/06/1-CMFA-Agenda-06-26-26.pdf,https://www.cmfa-ca.com/wp-content/uploads/2026/06/CMFA-Staff-Reports-6-26-26.pdf,https://www.cmfa-ca.com/wp-content/uploads/2026/06/2-CMFA-Minutes-06-26-26.pdf,Evolve Realty & Development Inc.,,"Kingdom Development, Inc.",164,164,100% at 80% AMI,55,19500.0,"Grant up to $10,000 (Charitable Affordable Housing)","12534 San Fernando Rd, Los Angeles, CA",,,,,,,,generated,
366,CMFA,North Cherokee Apartments,1248 Cherokee LP,Los Angeles,Los Angeles,,2026-07-17,preliminary_only,,preliminary,,,,,,https://www.cmfa-ca.com/wp-content/uploads/2026/07/1-CMFA-Agenda-07-17-26.pdf,https://www.cmfa-ca.com/wp-content/uploads/2026/07/CMFA-Staff-Reports-7-17-26.pdf,https://www.cmfa-ca.com/wp-content/uploads/2026/07/2-CMFA-Minutes-07-17-26.pdf,Seachange Partners,,Foundation for Affordable Housing,48,47,100% at 80% AMI,55,7050.0,"Grant up to $10,000 (Charitable Affordable Housing)",1248–1254 North Cherokee Avenue in,,,,,,,,generated,
367,CMFA,Skyline Apartments,BRIDGE Housing Corporation,,,,2026-07-17,preliminary_only,,preliminary,,,,,,https://www.cmfa-ca.com/wp-content/uploads/2026/07/1-CMFA-Agenda-07-17-26.pdf,https://www.cmfa-ca.com/wp-content/uploads/2026/07/CMFA-Staff-Reports-7-17-26.pdf,https://www.cmfa-ca.com/wp-content/uploads/2026/07/2-CMFA-Minutes-07-17-26.pdf,BRIDGE Housing Corporation,,,128,128,100% at 80% AMI,55,,"Grant up to $10,000 (Charitable Affordable Housing)",8513 Paradise Valley Road in the unincorporated community of Spring Valley in San Diego,,,,,,,,generated,
